name,minutes,points,reb,asts,stl,blk
Pat,1977,947,298,219,76,12
Mel,0,176,0,51,0,0
JaVale,1143,489,294,23,33,75
Mike,9271,4968,1112,629,371,49
Bill,2507,1613,611,168,0,0
Bill,2590,1481,675,162,0,0
George,16194,9090,5177,1985,923,236
George,11985,7919,4056,1104,525,96
Jon,20930,9169,1928,2280,102,13
Tracy,27467,17289,4777,3699,1039,744
Gil,532,171,148,18,0,0
Elton,864,338,258,10,0,0
Al,2966,757,418,363,0,0
Allie,10,4,2,1,0,0
Dick,17170,5921,2784,4205,0,0
Dominic,2772,449,568,239,82,100
Kevin,30118,17335,7122,1670,344,1690
Maurice,5315,2351,599,641,0,0
Jim,5927,1072,1243,105,136,687
Jeff,15927,5396,1169,2514,371,31
Bob,545,199,121,16,0,0
Kenny,3700,934,696,173,56,32
Jerry,3,0,0,0,0,0
Forrest,42,17,7,1,1,0
Kevin,3460,1320,317,342,184,25
Stan,7479,3579,1117,611,3,0
Derrick,27233,10266,4387,2254,1072,611
Aaron,19153,5871,2587,2126,912,164
Billy,9189,3823,677,1661,353,40
Carlton,113,22,13,7,6,1
Horace,1083,2994,373,503,0,0
Mccoy,12221,5130,3161,733,0,0
George,85,12,21,4,0,0
Keith,3719,1105,268,536,145,27
Roshown,2130,817,308,124,41,14
Jack,14228,4237,1390,1939,0,0
Jim,20227,8736,3319,1557,435,80
Nate,20462,4733,3222,4893,1544,356
Shellie,4977,2397,1571,232,0,0
Tom,14770,5914,2913,788,198,190
Malcolm,0,527,128,120,0,0
Chet,0,0,0,0,0,0
Joe,695,289,238,58,0,0
Mark,2707,980,827,77,35,39
Chris,1864,466,494,110,90,30
Bob,1828,575,179,327,0,0
Larry,5094,2533,1440,225,183,78
Carl,14,2,0,0,0,0
Paul,595,262,79,38,25,4
Roy,44,21,5,1,1,0
Cozell,7,6,8,0,0,1
Thales,28,3,6,1,0,0
Josh,306,92,84,18,13,16
Eric,245,86,60,5,0,0
George,0,443,0,45,0,0
Stanislav,3344,1390,744,136,88,42
Darnell,293,76,36,18,16,13
Cliff,6329,2658,1703,398,88,106
Scott,201,72,40,15,11,7
Dick,2294,2069,505,550,0,0
Don,6782,2338,1626,433,0,0
Carl,0,516,0,63,0,0
Bill,1450,640,202,203,0,0
Bill,15337,6230,1082,3044,172,20
Gary,2780,1074,329,298,89,21
Ed,0,281,0,37,0,0
Dean,8554,2552,1086,1046,242,28
Chuck,2821,983,347,333,0,0
John,12788,6218,1221,1329,324,28
Ken,0,15,0,7,0,0
Pops,354,140,134,6,11,5
Dewitt,1756,643,551,84,0,0
Ron,13418,5892,1298,921,456,113
Joe,14807,5439,3764,603,311,810
Porter,268,119,29,43,0,0
Tom,23459,9904,6698,1331,0,0
Bill,45,22,5,1,0,0
Dave,7471,3149,1771,652,272,143
Loren,2044,645,480,77,31,50
Stan,3758,3851,999,518,0,0
Larry,897,330,256,49,41,32
Zigmund,0,6,0,0,0,0
Chris,8758,3262,2302,226,127,444
Ed,2779,2163,1093,296,0,0
George,8350,10156,4167,1245,0,0
Larry,536,158,139,41,0,0
Vern,18443,10063,5940,1515,0,0
Al,0,27,0,4,0,0
Aaron,120,16,14,24,4,1
CJ,2918,1137,327,201,97,29
Darius,11738,4507,2190,840,384,495
Eddie,15681,8120,1860,1225,0,0
Darko,5793,1860,1361,237,121,414
Marko,216,108,30,14,13,1
Nat,0,244,0,42,0,0
Anthony,1637,510,488,66,58,26
Andre,28459,11896,3433,6020,1121,172
Bill,0,53,0,20,0,0
Bob,8,4,5,1,0,1
Brad,21436,8588,5559,2147,562,540
Dick,53,8,7,5,4,0
Eddie,3675,1452,1206,210,0,0
Harry,0,152,0,42,0,0
Jay,1193,629,198,46,0,4
Jay,52,20,7,1,0,0
Larry,14941,6595,2434,1155,57,6
Mike,20586,8862,3182,2024,424,192
Oliver,11338,3625,2893,1061,455,758
Reggie,47622,25279,4182,4141,1505,299
Walt,0,23,0,6,0,0
Chris,17279,6357,2808,1063,421,247
John,0,181,0,9,0,0
Paul,5446,2243,1532,281,216,218
Terry,16422,7175,3680,891,397,295
Harold,3748,1801,432,245,80,27
Yao,15722,9196,4468,764,189,912
Dirk,3801,1187,367,845,196,11
Dave,3168,877,527,288,0,0
Greg,5144,1902,741,382,156,46
Mark,20,5,4,2,0,0
Wat,0,7,0,0,0,0
Jason,3,0,0,1,0,0
Leland,1091,321,182,73,0,0
Mike,24537,15016,4246,1010,530,400
Murray,0,2,0,2,0,0
Sam,22256,8636,3711,1089,551,301
Todd,353,123,50,21,16,2
Steve,4,2,1,0,0,0
Steve,15966,7176,3319,1245,673,136
Bill,608,181,101,62,0,0
Cuttino,27609,11964,2902,2015,878,313
Eric,1570,440,351,57,27,61
Doug,12081,6161,2560,1197,0,0
Larry,110,16,21,7,2,2
Leo,0,1975,102,319,0,0
Nazr,11527,4337,3455,261,329,435
Jerome,1393,386,395,38,45,68
Paul,9739,2764,2342,500,228,309
Jack,993,350,209,47,0,0
Wayne,535,235,170,39,0,0
Wayne,75,45,22,2,0,0
Sidney,23150,11931,3575,2793,924,226
Eric,10827,5211,894,1623,524,62
Sergei,344,77,52,19,7,5
Earl,29636,17454,2796,3594,473,121
Rodney,313,131,33,27,12,2
Howie,364,144,69,21,0,0
Eric,8481,2071,2159,207,122,275
Jim,529,135,70,35,0,0
Jamario,4236,1238,849,185,166,168
Andre,50,24,14,6,2,1
Gene,11780,5594,4360,648,30,58
Jackie,1178,365,338,67,0,0
Johnny,13430,4890,1547,3866,1017,116
Larry,78,27,16,1,0,0
Lowes,2118,752,227,316,89,19
Mikki,9732,3118,2104,368,171,290
Otto,16893,5616,5575,1060,186,342
Richie,211,69,19,8,0,0
Ron,59,24,8,1,5,0
Tracy,1729,833,183,121,62,8
Jackie,6250,2684,1779,432,0,0
Jackie,7367,3046,1638,505,0,0
Guy,46,15,17,7,2,0
Rex,416,172,91,39,0,0
Elmo,0,57,0,10,0,0
Darren,367,96,81,15,14,2
Adam,3043,1126,310,204,37,10
Chris,18748,8184,3544,1182,917,539
Dwight,2216,555,822,135,0,0
Isaiah,102,55,12,4,3,1
John,76,27,9,7,0,0
Max,0,781,0,194,0,0
Mike,153,72,20,11,2,0
Randolph,312,78,66,5,8,4
Terence,1934,472,377,93,35,49
Anthony,1520,676,199,80,36,12
Dwayne,395,167,58,18,11,15
John,1879,609,161,342,92,23
Richard,11,6,0,1,0,0
Glenn,242,98,69,21,8,10
Perry,1710,536,210,168,98,18
Lawrence,1814,747,181,182,77,32
Hanno,2358,715,442,75,31,28
Rick,6386,3330,475,676,55,8
Alonzo,25971,14309,7138,946,414,2356
Chuck,0,76,33,12,0,0
Erwin,9746,3285,2097,879,24,0
Erwin,20,2,3,2,0,0
Joe,0,30,0,52,0,0
Bob,0,314,0,54,0,0
Chris,32162,17911,4034,3450,1530,549
Jeff,24574,13017,3427,3023,140,37
Todd,151,37,28,3,2,5
Chris,29,13,14,1,1,2
George,0,485,0,20,0,0
Eric,11882,5118,1261,2467,830,69
Gheorghe,6730,3020,1958,150,171,455
Allen,248,113,47,13,10,8
Allen,18,5,4,0,0,0
Calvin,30607,17949,2103,4402,1165,51
Dick,0,34,0,8,0,0
Jay,436,160,111,13,8,7
John,0,32,0,0,0,0
Ronnie,89,36,11,6,5,1
Tod,4071,1049,941,183,113,88
Troy,15904,6445,4624,857,366,235
Ken,2118,1471,599,482,0,0
Lamond,18480,8286,3034,976,684,319
Ronald,9400,4071,824,961,358,84
Tracy,12102,5943,1649,508,361,161
Dorie,4486,1683,1555,226,0,0
Willie,6747,2988,1655,233,0,0
Angelo,0,1359,0,117,0,0
Jerrod,1902,721,452,99,54,46
Dikembe,36789,11729,12359,1240,494,3291
Martin,948,389,181,50,41,25
Pete,6039,1804,671,807,263,75
Bob,11,1,5,1,0,0
Boris,59,20,19,3,0,0
Bostjan,5638,2254,837,283,135,83
Jerry,0,13,0,18,0,0
Fred,0,253,0,68,0,0
Lee,5817,2622,935,298,133,53
Eduardo,9891,2770,2100,432,392,208
Larry,30697,15687,7352,2393,872,2027
Paul,0,0,0,0,0,0
Bob,2557,1036,483,147,59,43
Bob,175,67,55,12,4,2
Charles,357,137,83,19,0,0
Charles,786,333,190,46,0,0
Steve,29017,13438,2757,7504,734,71
Swen,6878,3037,3043,281,106,201
Swen,13868,5943,5297,954,258,226
Howard,15,13,0,2,3,0
Calvin,18818,10291,4070,1306,525,191
Kenny,388,150,40,41,12,1
Willie,20620,11305,6508,1114,0,0
Juan Carlos,2121,896,210,178,48,1
Makhtar,27,5,5,1,0,1
Mamadou,858,262,225,8,17,64
Boniface,151,50,37,7,2,5
Craig,625,158,45,155,28,4
Jim,1093,351,304,33,0,0
Lloyd,11015,4846,3370,632,178,324
Ed,6792,1451,1799,392,256,51
Al,0,31,0,5,0,0
Barry,102,35,20,7,0,0
DeMarcus,172,53,24,13,9,2
Don,21685,10898,5192,1526,65,35
Jameer,9002,4051,997,1478,335,24
Louie,4947,2113,527,436,202,21
Ron,490,186,53,47,0,0
Ruben,113,40,8,17,9,0
Dick,504,216,59,57,0,0
Tyrone,6659,2431,941,370,264,93
Martin,336,48,82,16,8,12
Radoslav,17572,5356,4054,811,320,918
Bob,20554,9876,5518,848,37,52
Johnny,9332,5558,1148,1177,189,63
Johnny,1153,464,86,168,37,11
Paul,11003,4989,1318,1453,0,0
Chuck,826,251,239,19,18,111
Melvin,311,119,37,57,23,1
Ivano,1430,198,353,50,50,29
Ira,7650,1930,1114,342,204,105
Mike,24574,12507,2494,3364,702,58
Dave,457,234,157,28,0,0
Dave,1771,769,521,100,0,0
Johnny,28435,12740,2536,1688,1064,246
Bill,190,73,65,14,2,0
Demetris,62,22,7,2,0,4
Jack,10703,5245,2782,964,0,0
Gaylon,42,15,5,1,1,1
Carl,2579,1067,297,249,132,7
Rich,272,107,100,16,0,0
Rich,2650,1123,979,142,0,10
John,0,686,0,212,0,0
Mike,231,115,58,15,8,1
Kurt,11441,3602,2474,681,191,696
Dyron,109,39,26,5,3,1
Norm,27250,12065,1991,6386,1187,71
Joakim,3473,1025,1022,190,117,174
Chuck,9212,3276,1075,1344,0,0
Andres,9530,4435,1890,493,168,185
David,791,182,123,65,25,9
Paul,32,661,85,140,0,0
Jim,0,8,0,4,0,0
Paul,2,0,1,0,0,0
Jeff,48,18,14,3,2,0
Robert,1628,571,517,73,0,0
Johnny,0,1811,9,218,0,0
Connie,1213,595,145,94,41,11
Ken,18992,8717,3945,1355,517,431
Audie,2585,819,576,147,85,69
Moochie,7638,2272,868,1233,321,19
Sylvester,189,40,43,6,3,12
Willie,7341,3209,1597,364,218,22
George,0,1804,0,184,0,0
Stan,0,660,0,68,0,0
Mike,24,420,2,175,0,0
Steve,1610,678,186,52,27,8
Mel,1555,731,193,155,0,0
Mel,589,232,67,84,0,0
Dirk,30689,19084,7182,2247,776,857
Dennis,91,57,8,16,7,0
Julius,84,31,24,3,0,2
Charles,40282,12417,12205,3217,1351,386
Charles,399,120,67,29,11,4
Ed,2061,634,315,102,73,23
Fabricio,4171,991,1063,249,78,66
John,97,21,10,5,0,0
Bob,0,81,0,10,0,0
Jimmy,6148,1795,618,1244,152,3
Jim,665,268,138,87,41,26
Ralph,2335,848,192,180,0,0
Patrick,480,171,116,24,14,36
Dermie,0,473,0,156,0,0
Greg,1312,540,424,31,25,69
Lamar,24265,10057,5858,2812,637,696
Andy,0,90,0,17,0,0
Carlos,490,257,106,48,0,0
Ralph,162,42,32,9,0,0
Alan,657,175,133,13,12,58
Francis,0,537,0,97,0,0
Fran,101,22,4,13,0,0
Don,22413,11549,2163,2243,0,0
Emeka,11219,4630,3516,298,251,621
Dick,0,888,37,160,0,0
Tommy,0,23,7,10,0,0
Mike,8810,3355,1391,856,311,89
Mehmet,15655,7379,3810,921,278,364
Hakeem,44223,26946,13747,3058,2162,3830
Mark,21637,8145,4503,2190,573,235
Mark,2055,795,530,142,50,37
Jawann,5241,1455,1353,162,97,546
Johnny,0,926,242,226,0,0
Frank,1166,508,90,113,34,10
Brian,1182,389,123,114,45,6
Dean,231,64,24,44,10,0
Jimmy,856,331,80,55,27,3
John,204,44,20,3,4,0
Kevin,10043,2452,993,1481,326,25
Gene,0,44,0,24,0,0
Michael,13131,4135,3414,327,226,697
Enoch,1375,343,374,249,0,0
Enoch,4297,1613,1138,299,0,0
Grady,113,50,26,10,0,0
Jermaine,22462,11302,6016,1188,402,1534
Shaquille,39925,27619,12566,2920,708,2628
Mike,50,12,9,3,0,0
Barry,916,181,158,49,0,0
Barry,2091,701,347,182,0,0
Johnny,0,92,0,20,0,0
Louis,13353,5545,2117,853,455,163
Jose,391,183,73,18,10,8
Chuck,21,5,9,1,0,0
Kevin,2368,911,402,358,0,0
Garland,0,4,0,1,0,0
Greg,14758,3512,4145,443,189,1292
Wally,5187,1436,1218,346,0,0
Dan,297,80,65,10,4,5
Matt,39,8,2,7,1,0
Don,2173,2294,928,297,0,0
Mac,0,142,0,36,0,0
Bo,20745,4969,4452,1441,856,1192
Travis,7931,3500,1238,313,229,280
Claude,182,58,25,15,0,0
Doug,7275,2253,654,1038,202,19
Andre,601,192,68,55,18,3
Billy,17610,7026,4016,1704,566,321
Chris,6,4,1,0,0,0
Eddie,63,21,10,5,1,0
James,626,470,102,137,0,0
Jim,533,177,52,64,21,2
Keith,80,26,15,3,5,4
Tom,11471,5612,3010,984,230,259
Tom,9365,4286,2975,549,101,164
Ray,592,177,163,15,15,20
Olumide,586,127,196,11,16,15
Joe,557,255,168,27,14,38
Zaza,8953,3241,2349,401,290,160
Robert,11463,4921,1112,2556,605,43
Wayne,189,61,20,13,6,0
Gerald,1625,715,184,134,38,12
Scott,5617,1874,1227,325,182,86
Dana,34,5,3,6,0,0
Fred,0,7,0,1,0,0
Milt,8413,2243,831,1194,302,58
Togo,4344,2382,1113,233,0,0
Errol,1191,500,471,91,0,0
Jim,3794,1595,1040,165,0,0
John,0,1737,0,187,0,0
Walter,209,100,65,11,4,9
Andy,1,0,0,0,0,0
Jannero,5116,2161,492,673,169,20
Estes,0,716,12,286,0,0
Robert,45712,23334,14715,2180,1219,2361
Anthony,8091,2916,987,634,271,50
Sonny,10916,4471,1841,954,611,150
Tony,20339,10219,1903,3455,606,44
Smush,7069,2469,659,791,336,44
Barry,3116,970,224,386,87,30
Jack,0,3,0,2,0,0
Medford,5632,1924,967,532,0,0
Cherokee,7460,2056,1703,265,207,306
Charley,5,0,0,0,0,0
Rich,374,131,116,14,0,0
Doyle,0,272,0,20,0,0
Jack,1037,262,278,51,0,0
Charlie,0,22,0,8,0,0
Zarko,181,72,30,10,3,7
Marty,0,151,0,26,0,0
George,0,121,0,15,0,0
Myles,9,5,2,1,0,0
Stan,0,321,0,74,0,0
Andrae,304,120,67,16,20,7
George,559,120,159,51,0,0
Ruben,15950,6953,2697,1150,751,249
Steve,5582,1552,1632,443,85,94
Tommy,100,56,24,5,0,0
Worthy,3,7,2,2,0,0
Chris,11177,5827,1433,2966,726,23
Charlie,1641,741,462,41,0,0
Jerry,68,20,10,4,0,0
Billy,13630,5432,3553,1043,275,706
Billy,16762,7667,5406,1163,180,751
Aleksandar,6563,2201,723,392,194,65
Jim,21357,11199,1593,2300,951,93
Jim,3069,1105,616,225,0,0
John,17257,5560,906,2758,517,44
Johnny,1470,753,114,226,0,0
Kenny,1167,508,170,61,38,22
Tom,227,119,69,15,0,0
Gary,47123,21813,5269,8964,2445,285
Mel,1895,595,396,126,0,0
George,0,94,0,13,0,0
Henry,0,73,0,7,0,0
Oleksiy,597,241,142,9,12,8
Wiley,628,180,183,33,17,23
Richard,759,237,197,22,0,0
Anthony,20463,8017,2136,1956,775,138
George,6935,2502,2242,304,0,0
Jake,0,597,0,131,0,0
Sam,2911,863,685,95,91,151
Mike,863,272,65,73,24,2
Jerry,68,27,5,4,6,0
Desmond,89,32,24,3,2,2
Kirk,30,5,2,2,1,0
Mike,705,194,176,26,19,27
Will,12360,3740,3912,595,226,526
Kendrick,7661,2039,2059,367,105,501
Sam,36598,15324,7661,1975,1105,933
Warren,0,767,319,257,0,0
Kosta,38,10,13,1,0,2
Aulcie,415,181,105,20,12,16
Curtis,13656,4578,4239,906,379,291
Elliot,9501,3449,741,1705,572,20
Ron,5032,2228,517,420,0,0
Tim,9436,3283,1911,436,221,414
Chuck,28941,13858,4763,2645,683,197
Wesley,20725,8192,2402,1234,579,229
Bob,1342,479,389,78,0,0
Ed,0,804,288,99,0,0
Jim,9802,3397,2354,487,213,363
Loy,530,199,67,48,0,0
Mel,2351,1030,634,160,0,0
Mel,3,2,1,0,0,0
Morris,18378,7297,2354,1048,614,131
Geoff,16787,9732,1271,2057,247,33
Drazen,7669,4461,669,701,265,27
Johan,4660,1449,1160,108,118,157
Richard,92,53,31,1,2,3
Bob,30690,20880,12849,2369,0,0
Jerry,1836,792,303,120,0,0
Roger,5803,3011,702,486,171,40
Jack,0,226,0,57,0,0
Jim,33,3,5,2,0,0
Derrick,5,0,0,1,0,0
Mike,1372,470,141,138,71,3
Andy,15378,6384,2395,3759,0,0
Bobby,13426,5153,1469,1246,592,139
Eddie,416,152,77,29,14,8
Gary,6932,2319,903,665,0,0
Gene,184,78,21,14,0,0
Eric,14613,5919,1716,778,404,115
Walt,3149,1465,617,89,0,0
Paul,30528,18603,5103,3183,1267,529
Ricky,23666,14467,2296,1825,768,147
Stan,1070,376,93,174,41,6
Mickael,7856,3179,1217,329,256,162
John,41,5,9,2,0,0
Ed,15698,5378,3952,727,612,435
Kevinn,99,31,15,5,3,3
John,65,20,10,3,2,1
Dave,7623,2955,1770,478,0,0
Tom,78,30,16,5,1,3
Scottie,41069,18940,7494,6135,2307,947
Charlie,3292,1060,718,204,75,73
Zoran,1580,561,198,165,58,7
Gary,1439,531,307,66,29,25
Pavel,28,4,9,0,0,1
Dwayne,6,2,0,0,1,0
Jim,9391,5762,2487,1417,0,0
Scot,8373,2222,2351,220,299,352
Ralph,810,191,211,24,0,0
Olden,24885,8265,7110,744,516,652
Cliff,2856,778,747,218,81,52
David,203,62,29,9,5,4
Mark,1636,285,261,63,32,45
Dave,196,76,46,13,4,6
Ben,15763,4899,3731,872,384,794
Chris,1147,440,189,61,45,6
Howard,8534,4215,1872,211,156,212
Kevin,19107,7645,1179,5314,830,72
Terry,35356,15586,3872,7160,1583,179
Willie,1442,722,504,65,0,0
Bob,2937,1254,729,128,0,0
James,20684,6780,3585,1262,851,274
Lavor,446,195,45,13,12,2
John,6,2,6,1,0,0
Vitaly,11605,3995,2725,418,258,209
Cincy,18636,9746,4582,1330,73,40
Leon,2759,1247,791,71,53,76
Josh,2717,829,676,104,35,56
Kasib,304,84,44,18,9,2
Roger,13,2,3,0,0,0
Marlbert,448,332,76,26,0,0
Mike,2102,806,383,286,0,0
Dominic,124,23,15,26,4,0
Harold,6802,2702,1339,628,275,188
Paul,19659,7664,2798,3715,997,428
Steve,147,55,14,24,0,0
Brent,7006,2481,684,1236,313,16
Jim,12815,5088,1566,1886,724,126
Mark,21561,10989,1848,4863,860,76
Mike,1067,397,157,90,4,0
Ronnie,2037,687,201,245,105,12
Tony,29,4,0,3,2,1
Bob,149,36,36,7,0,0
Tayshaun,17828,6754,2519,1395,328,332
John,0,22,0,8,0,0
Kevin,1125,340,90,152,37,13
Laron,1534,441,209,166,70,25
Gabe,456,125,51,52,20,3
Joel,10012,2047,3121,225,139,759
Les,0,712,0,75,0,0
Roy,0,32,0,9,0,0
Anthony,37,17,8,2,2,2
Don,0,1030,0,285,0,0
Bob,1925,848,395,94,9,0
Brian,1530,474,224,76,41,25
Chris,2714,945,223,374,85,6
Luke,893,418,287,36,0,0
Luke,3443,1337,1003,143,3,4
Howie,0,17,0,14,0,0
Mark,808,347,76,161,50,6
Wayne,649,202,68,57,30,1
Dino,7308,3733,1883,356,201,282
Vladimir,13205,4998,2223,811,435,193
Alex,152,26,36,7,2,3
Frank,175,87,51,4,0,0
Moe,33,14,1,8,0,0
Ray,6,0,2,1,0,0
Ray,337,68,76,31,0,0
Sherwin,63,9,8,6,0,0
Ed,929,287,124,62,28,3
Igor,244,78,17,33,4,0
Kurt,16299,4603,4961,931,761,456
Peter,20,11,4,0,0,1
Cal,222,103,73,12,0,0
Frank,15330,8378,3410,1134,0,0
Ray,0,2,0,0,0,0
Mark,883,332,160,56,24,8
Anthony,1126,499,363,49,42,74
Shavlik,731,215,216,26,27,26
Zachary,15199,8460,4201,838,363,137
Wally,153,55,30,17,7,1
Kelvin,11586,5380,901,2480,472,34
Sam,234,86,39,25,0,0
Bobby,2887,1228,438,208,0,0
Blair,11409,5119,3006,467,210,484
George,5863,3141,1937,791,0,0
Ed,8433,2813,1363,896,430,143
Mike,685,241,194,38,0,0
Theo,19627,5629,4426,437,379,1903
Leo,208,48,35,32,9,2
Allan,710,290,69,43,20,3
Clifford,19940,5821,6953,1728,501,638
Don,0,364,0,60,0,0
Jamesearl,843,334,228,76,38,39
Jim,64,9,5,5,0,0
Jim,2760,1125,305,273,0,0
Craig,4515,1603,1442,319,0,0
Craig,177,55,68,8,0,0
Connie,154,23,31,16,0,0
Joe,210,80,54,7,4,13
Zeljko,3279,1276,688,88,57,160
Eldridge,5121,1732,534,522,129,12
Michael,18696,11295,2271,1254,545,63
Frank,18,13,9,0,0,0
J.J.,2014,774,184,125,37,1
Marlon,1057,499,161,77,32,25
Hub,7870,2618,2449,367,0,0
Justin,1432,472,186,68,31,19
Ron,2245,951,762,173,0,0
Willis,23073,12183,8414,1186,12,21
Bryant,12071,4947,2745,623,200,302
Khalid,5837,2167,580,886,234,32
Richie,5494,1785,554,629,0,0
Don,788,692,494,118,0,0
Billy,597,190,60,71,33,5
Don,5374,1454,1169,143,182,282
Jim,52,21,11,3,0,0
J.r.,15370,5680,3381,639,514,264
Robert,25109,10448,4168,2500,973,403
Jared,385,54,109,14,8,13
Joseph,0,1773,0,346,0,0
Richard,42,16,7,1,0,3
Terrence,405,106,44,54,16,2
John,54,11,9,1,0,0
Rob,0,0,0,0,0,0
Efthimios,144,52,26,7,6,2
Shawn,2350,851,226,177,91,7
Kevin,10114,3386,2206,747,221,111
George,44,21,14,12,0,0
Jerry,8379,4036,1317,904,486,250
Kendall,2668,786,1039,181,0,0
Gene,1162,337,98,91,0,0
Rodrick,1234,380,88,121,69,12
Glen,34985,18336,4387,2097,958,265
Chris,556,98,135,18,10,12
Clint,11818,4084,1378,1461,360,105
Jason,21112,11008,3123,1798,730,279
Jeremy,244,86,25,5,4,0
Micheal Ray,18589,8253,3056,3899,1463,206
Norm,67,30,8,2,0,0
Pooh,19398,7083,1807,4180,817,111
Quentin,16857,6885,2980,968,484,119
Mitch,34316,20497,3801,3398,1211,254
John,808,285,312,27,0,0
Dick,5677,1974,1337,447,0,0
Isaiah,17851,9405,2166,1535,367,136
Jackie,107,57,15,7,0,0
Luke,11665,3976,1023,2170,481,100
Mel,0,1575,0,212,0,0
Bob,331,131,68,5,0,0
Jim,0,150,61,16,0,0
Antoine,91,17,8,6,3,0
Tom,605,225,138,24,15,5
Bob,39,13,12,1,0,0
Eric,1845,574,479,60,54,132
Pat,8187,3906,855,913,112,13
Ron,4852,1542,1368,318,106,67
Rich,881,405,98,74,6,3
Mike,15890,6334,1830,1524,231,35
Arnie,12690,7633,5011,1058,0,0
Goebel,0,789,65,145,0,0
Ramon,91,40,24,3,4,1
David,1286,383,147,282,61,10
Doc,23568,9377,2625,4889,1563,351
Austin,18745,7703,6155,1001,71,65
Lee,0,224,0,19,0,0
Alvin,24669,10882,4066,3930,2111,323
Anthony,3867,1658,837,265,89,13
Anthony,594,265,49,35,23,1
Bill,0,404,0,65,0,0
Fred,14703,5962,2308,977,412,253
Joe,2908,1118,936,109,0,0
Joe,564,137,139,14,0,0
Lawrence,1157,334,309,35,44,15
Marv,7534,3287,1545,498,110,19
Marv,209,58,25,19,4,2
Oscar,43886,26710,7804,9887,77,4
Rick,10356,3826,3522,591,90,80
Ryan,25,5,0,0,0,0
Stanley,5869,2555,1549,189,110,384
Terrance,13,0,1,1,0,0
Tony,1003,409,80,107,82,5
Rick,8824,3723,2301,611,220,90
Bernard,1912,576,315,126,109,16
Bill,11432,5541,3209,560,563,84
Chris,1095,350,117,104,47,13
Clifford T.,19284,10823,5237,1249,655,441
Clifford R. ,42555,19591,6306,3094,1402,1390
David,34269,20790,10497,2441,1387,2954
Eddie,5345,1938,764,252,216,91
Flynn,11569,7147,1294,1516,0,0
Flynn,779,430,78,112,23,2
Glenn,25343,14232,4187,1879,826,389
Jackie,185,83,27,13,8,4
Jamal,72,6,11,2,6,0
James,6936,2882,660,715,205,74
Larry,1202,400,167,82,56,5
Nate,6992,3500,831,750,264,14
Oliver,147,101,17,21,4,2
Ronnie,1272,437,308,53,25,9
Rumeal,6098,2546,606,1179,301,54
Sam,2858,1223,546,160,0,0
Truck,25141,11988,7267,1348,533,510
Wayne,1592,643,294,112,46,24
Wil,956,389,79,132,51,9
Dave,12224,6155,3553,842,162,173
Dave,10556,4426,2620,814,220,193
Red,10507,6362,2747,1153,0,0
John,9259,3987,558,1240,120,23
John,3450,1358,178,640,114,22
Jack,0,17,0,3,0,0
Gene,0,10,0,0,0,0
Guy,28663,10415,3791,6917,0,0
Dennis,28839,6683,11954,1600,611,531
Sergio,2716,783,279,628,113,4
Lou,479,130,92,21,13,9
Carlos,5653,2196,1272,182,128,235
Harry,298,137,96,15,12,6
Johnny,636,251,104,29,13,11
Marshall,176,100,11,10,8,3
Rodney,21871,9468,3882,1722,868,446
Roy,2309,652,483,57,26,209
Willie,294,85,47,16,0,0
Al,2138,631,237,179,0,0
Ken,7,0,0,1,0,0
Kenny,426,817,45,344,0,0
Phil,2742,898,395,458,0,0
Tree,24028,6249,6750,660,512,2542
Lorenzo,5188,1731,385,1022,244,29
Rajon,6782,2268,1030,1349,406,32
Jerry,155,85,31,10,0,0
Sean,13559,4676,2877,631,255,499
Derrick,3000,1361,317,512,66,18
Jalen,27926,13220,3186,3527,729,315
Malik,13396,5003,3371,684,487,293
Alexander,0,150,0,27,0,0
Dick,1594,575,352,170,0,0
Hank,0,382,0,36,0,0
Lennie,578,342,145,29,0,0
Robert,3,0,2,0,0,0
Quinton,7526,1708,865,408,247,117
Doug,412,81,120,20,8,13
Irv,0,709,0,90,0,0
Scott,1798,751,204,186,87,11
Mickey,0,540,0,139,0,0
Dan,23443,11318,7243,1620,664,1117
Dan,767,339,259,35,31,43
Giff,0,617,0,49,0,0
Ron,16,12,1,1,4,0
Curtis,18277,6873,4264,932,199,193
Jim,127,57,34,5,1,2
Derrick,9,3,1,1,0,0
Brian,1092,457,273,47,29,23
Donald,8442,3161,1431,500,247,99
Reggie,11,4,0,0,0,0
Brandon,7710,4136,968,1060,234,47
Bob,0,197,0,85,0,0
Clifford,2984,827,897,98,78,114
Guy,4,0,1,1,0,0
Delaney,2357,816,184,519,74,4
John,723,184,167,35,17,8
John,1644,822,412,72,0,0
Michael,5969,716,1632,250,199,193
Trevor,1870,1011,155,317,57,4
Paul,1064,452,344,52,0,0
Paul,214,109,49,9,4,4
Joe,909,398,286,48,0,0
Jeff,11088,5763,3378,1002,249,267
Bob,11862,7007,3333,594,12,10
Jerry,0,271,0,70,0,0
Stefano,30,8,6,3,0,2
Brandon ,1801,610,233,66,38,37
Kareem,5897,2204,566,349,148,71
Bill,40726,14522,21620,4100,0,0
Bryon,19807,6663,2921,1085,874,204
Cazzie,22213,12377,3068,1838,239,33
Campy,16781,8953,2696,1684,594,114
Frank,131,74,17,15,0,0
Pierce,1015,435,222,112,0,0
Rubin,269,141,52,7,0,0
Walker,1767,464,187,350,57,10
Arvydas,11375,5629,3436,964,370,494
Ed,0,3579,0,416,0,0
Kenny,0,3480,120,781,0,0
